guid,sentence1,sentence2,y_true,y_pred,correct,overlap,true_label_name,pred_label_name
2335898a-c2eb-48b0-a94f-c948e88ac1ac,"Similar, logaritmii cu diferite baze constante sunt echivalenți.",Exponențialele cu baze diferite nu sunt de același ordin.,0,2,False,0.3076923076923077,entailment,neutral_related
c0a753c9-9751-43bb-8f7e-0e80fc9b7425,Un semispațiu închis poate fi exprimat ca o inegalitate liniară: :a_1 x_1 + a_2 x_2 + \cdots + a_n x_n \leq b unde n este dimensiunea spațiului care conține politopul respectiv.,Un ''politop convex închis'' poate fi privit ca mulțimea de soluții a sistemului liniar de inegalități: :\begin a_ x_1 &&\; + \;&& a_ x_2 &&\; + \cdots + \;&& a_ x_n &&\; \leq \;&&& b_1 \\ a_ x_1 &&\; + \;&& a_ x_2 &&\; + \cdots + \;&& a_ x_n &&\; \leq \;&&& b_2 \\ \vdots\;\;\; && && \vdots\;\;\; && && \vdots\;\;\; && &&& \;\vdots \\ a_ x_1 &&\; + \;&& a_ x_2 &&\; + \cdots + \;&& a_ x_n &&\; \leq \;&&& b_m \\ \end unde m este numărul semispațiilor care definesc politopul.,3,1,False,0.22033898305084745,neutral_unrelated,contradiction
53539d82-f276-4955-999c-eba80b4ea5cc,"Drepturile contelui au fost din ce în ce mai mult tratate ca drepturi private datorită schimbului, vânzării și diviziunii moștenirii.",Vechile comitate s-au divizat din ce în ce mai mult fiind asociate cu alte drepturi și formând comitate noi de dimensiuni mai mici.,2,0,False,0.21875,neutral_related,entailment
b92ede87-c577-4e4f-bfd2-d6d1a6c7774e,Pilar este o locuitoare a orașului Macondo care se culcă cu frații Aureliano și José Arcadio.,"Ea devine mama fiilor lor, aureliano josé și arcadio.",2,3,False,0.19047619047619047,neutral_related,neutral_unrelated
c942cae2-680b-4f87-85b2-0398fb2c836a,"Nici un candidat nu a obținut o majoritate în primul tur de scrutin, deși actualul președinte Kocharyan obținuse puțin sub 50% din voturi.","A fost organizat un al doilea tur de scrutin și kocharyan l-a învins pe stepan demirchyan, obținând peste 67% din voturi.",2,3,False,0.1891891891891892,neutral_related,neutral_unrelated
e055ed9a-b477-4206-9afc-2f7bb44195f0,"Modul se poate deplasa pe toată lungimea vârfului, fără a produce nici un fel de câmp de radiație, până în vârf unde acesta interacționează cu molecula.","Planul focal este separat față de planul de excitație, cu o distanță dață de lungimea vârfului, și nici un fundal nu joacă vreun rol în excitația raman a moleculei.",2,0,False,0.18604651162790697,neutral_related,entailment
45d5c24d-60a1-45f8-9736-589819bd7508,"Prenumele lui Lee, Jun-fan a fost scris la început în limba chineză 震藩, însă, caracterul chinez ''Jun'' (震) era identic cu una dintre părțile numelui bunicului său, Lee Jun-biu (李震彪).","Caracterul chinez ''jun'' din numele lui lee a fost înlocuit cu omonimul 振 , pentru a evita tabuurile legate de nume din tradiția chineză.",2,3,False,0.18181818181818182,neutral_related,neutral_unrelated
cd665344-9f76-4c79-be18-1566ac4ee28c,"Kościuszko a concluzionat că Napoleon a creat Ducatul Varșoviei în 1807 doar pentru a-și ușura viața, nu pentru că ar sprijini suveranitatea poloneză.","Kościuszko nu s-a mutat în ducatul varșoviei și nici nu s-a alăturat noii , aliată cu napoleon.",2,0,False,0.16666666666666666,neutral_related,entailment
d98e702f-2c4e-4557-9758-146eefbfe708,"În următoarele alegeri, din 1963 și 1967 a fost reales, devenind un politician de opoziție de marcă.",A fost candidatul natural pentru postul de preșdinte la alegerile din 1971.,2,3,False,0.16666666666666666,neutral_related,neutral_unrelated
9496971f-17b3-4105-8a1b-2db581f0dc4a,"Dacă nu autoritățile sunt cele care să decidă doctrina, și dacă argumentele lui Martin Luther pentru preoția tuturor credincioșilor sunt duse la extrem, caz în care Biserica ar fi condusă de cei aleși, atunci a avea monarhul în fruntea Bisericii ar fi intolerabil.","Dacă monarhul e numit de dumnezeu să fie în fruntea bisericii, atunci e intolerabil ca parohiile locale să își decidă singure doctrina.",0,2,False,0.16326530612244897,entailment,neutral_related
a72d5920-e075-4ef3-ad7c-332cd51ebb31,Lloyd George a recunoscut că averea și erudiția lui Curzon au fost un atu important al succesului coaliției sale guvernamentale.,Curzon a fost încântat de libertatea de mișcare pe care i-a oferit-o lloyd george în problemele orientului mijlociu.,3,2,False,0.15625,neutral_unrelated,neutral_related
135a4587-9548-47b4-8ad2-2eed522464da,"„Proscrișii” de la Craiova au fost: pitarul Constantin Lecca, serdarul Ioan Triffu și Ioan Puianu.","Lecca, după 15 ani de muncă în craiova a fost nevoit să plece la brașov în anul 1848.",3,2,False,0.14814814814814814,neutral_unrelated,neutral_related
5e9aa467-d2ad-4a1f-9895-796adb04751c,"Dacă se alege hiperplanul cu ecuația x_0=0 ca hiperplan de la infinit, complementul acestui hiperplan este un spațiu afin și punctele hipersuprafeței proiective care aparțin acestui spațiu afin formează o hipersuprafață afină cu ecuația P(1, x_1, \ldots, x_n) = 0, care definește o hipersuprafață proiectivă, numită ''completare proiectivă'', a cărei ecuație este obținută prin omogenizarea lui .","Ecuația completării proiective este p(x_0, x_1, \ldots, x_n)=0, p (x_0, x_1, \ldots, x_n) = x_0 ^ dp (x_1 / x_0, \ldots, x_n / x_0), unde este gradul lui .",1,2,False,0.14516129032258066,contradiction,neutral_related
09f7a546-593d-40eb-a3d6-008713f02c98,În perioada interbelică a funcționat aici un oficiu PTT de stat.,"A pactului ribbentrop-molotov (1939), bucovina de nord a fost anexată de către urss la 28 iunie 1940, reintrând în componența româniei în perioada 1941-1944.",3,2,False,0.14285714285714285,neutral_unrelated,neutral_related
0691f307-7a7c-4db4-9d10-f58aede0a00c,"Doisprezece ani mai târziu, prin Tratatul de la Aix-la-Chapelle (1748), Austria a pierdut Ducatul, Filip a devenit noul Duce și a fondat Casa de Bourbon-Parma.",Isabella a rămas infantă a spaniei și a devenit și prințesă de parma.,3,2,False,0.14285714285714285,neutral_unrelated,neutral_related
bcbf3933-1593-484f-bc1e-24a3ec831487,"După înlocuirea ''Articolelor Confederației'' cu moderna ''Constituție a Statelor Unite ale Americii'', progresiv între 1787 și 1790, funcția de Președinte al Statelor Unite ale Americii al Congresului în Sesiune a fost dizolvată, iar rolul acesteia, împreună cu alte puteri învestite specifice fiecărei funcții, a fost conferit altor trei poziții executive: * Președinte al Camerei Reprezentanților a SUA (conform originalului din engleză, Speaker of the United States House of Representatives); * Președinte al Senatului Statelor Unite ale Americii (conform originalului din engleză, President of the United States Senate, care este simultan și vicepreședintele Statelor Unite ale Americii) și * Președintele Pro Tempore al Senatului Statelor Unite ale Americii (conform originalului din engleză, President Pro Tempore of the United States Senate).","Ramura executivă a guvernului statelor unite ale americii a fost înființată, prin separarea executivului de legislativ, și deci funcția de președinte al statelor unite ale americii a fost creată.",2,3,False,0.13924050632911392,neutral_related,neutral_unrelated
2931f888-de0f-4e03-a8af-9981d818f3e0,Silvia Busuioc și alte 15 studenți au fost selectați pentru a scrie și regiza filmul de scurt metraj.,"Ea a scris și a jucat rolul principal în filmul de scurt metraj ""a doua șansă"" (second chance), care a câștigat premiul întâi la nivelul național.",2,3,False,0.1388888888888889,neutral_related,neutral_unrelated
5416298e-7c1f-4d81-bd6a-8af77c779a37,"Totuși, modul în care este „răsucit” îi conferă un „ecuator” distinct și doi „poli”, care, la rândul lor, își împart vârfurile în 8 vârfuri „polare” (4 pe pol) și 16 vârfuri „ecuatoriale”.","Nu este tranzitiv pe vârfuri și, în consecință, nu este considerat un poliedru arhimedic.",2,1,False,0.1388888888888889,neutral_related,contradiction
aefd69bc-f019-410a-9c73-f4f1d4418c87,"În anul 1733, când episcopul greco-catolic Inocențiu Micu-Klein a decis organizarea unei conscripțiuni în Ardeal, în localitatea ''Comăna de Jos'' erau recenzate 34 de familii.","În comăna de jos a anului 1733, trăiau circa 170 de locuitori.",3,1,False,0.13793103448275862,neutral_unrelated,contradiction
8f90cd96-81a4-4f71-bc90-c8678fa5a3ed,"Aproximativ 80 % din populația de circa 2.500.000 de locuitori ai statului Utah locuiesc în conurbația cunoscută drept ''Wasatch Front'', a cărei ""inimă"" este capitala statului și cel mai mare oraș al acestuia, Salt Lake City.","Enorme suprafețe ale statului sunt foarte slab populate sau total nepopulate, făcând din populația statului utah a șasea în ordinea gradului de urbanizare din statele unite.",2,3,False,0.13725490196078433,neutral_related,neutral_unrelated
aa63cf6d-b627-489d-876c-b5d5d8a87d57,"Cazul a fost judecat de Curtea Handbalului a Federației Europene de Handbal, care a dat dreptate echipei din Buzău și a decis ca partida retur să fie omologată cu „scorul de 10:0 și 2:0 puncte în favoarea SCM Gloria Buzău”.","Ca urmare a victoriei buzăului cu 32:31 în partida tur, calificarea clubului în manșa a 3-a a fost confirmată”.",2,3,False,0.13636363636363635,neutral_related,neutral_unrelated
b760feca-4331-4614-8efb-0a6654d19e91,"După intrarea în era sateliților artificiali ai Pământului, definiției lui Helmert i s-a adăugat și atributul de determinare a câmpului fizic asociat.","Din punct de vedere științific, geodezia se ocupă cu studiul figurii pământului, a câmpului său gravific și modificările sale dinamice.",2,0,False,0.13513513513513514,neutral_related,entailment
d174fac9-a87f-4134-ba88-6abcdcfe01db,"Hipertensiunea arterială, urmată de hipotensiune arterială, bradicardie și depresie respiratorie cauzează scăderea ratei de oxigenare la nivelul țesuturilor pielii.","Consumul cronic de xilazină poate duce la deficitul de oxigenare a pielii, ceea ce duce la ulcerații severe ale pielii.",3,2,False,0.13333333333333333,neutral_unrelated,neutral_related
d3d2ecf3-4d91-425d-9cd3-1857b960a5e1,"Sir Isaac Newton a examinat și el transformările în coordonate polare, pe care le-a denumit ""Al șaptelea mod; pentru spirale"", și nouă alte sisteme de coordonate.","El a schimbat numele propriei mișcări în ''Forces Françaises Combattantes'', după care l-a trimis pe Jean Moulin în Franța pentru unirea celor mai importante opt grupuri de rezistență într-o organizație unică - ''Conseil National de la Résistance''.",3,2,False,0.1320754716981132,neutral_unrelated,neutral_related
dd88ad97-7eea-46a6-88fc-e72079618c32,"Astfel Revoluția a început simultan cu cea franceză, a continuat după întoarcerea temporară a principelui; a cunoscut o a doua fază odată cu intervenția trupelor revoluționare franceze în 1792 și o a treia fază odată cu revenirea francezilor în 1794.",Revoluția ia sfârșit în 1795 odată cu abolirea principatului și cu incorporarea teritoriului în republica franceză.,3,2,False,0.13157894736842105,neutral_unrelated,neutral_related
93ce6880-9d9a-4a48-a465-c332a39f4187,"Pentru corectarea adâncimilor măsurate față de zeroul hidrografic, în zonele de lucrări hidrografice se instalează posturi hidrometrice.","De posturi sunt instalate în porturile constanța, mangalia și sulina.",3,2,False,0.13043478260869565,neutral_unrelated,neutral_related
f0a1d483-a1c1-40cb-ba25-adbd3a648524,"Vama Veche era o trupă ce s-a dorit non-conformistă și deschizătoare de drumuri, iar acest lucru a fost cel mai bine ilustrat de cel de-al treilea album al lor, un album conceptual, o operă rock, ce a și dat naștere unui spectacol.",Un fos s-a aprins în orașul Chungju ucigând mulți oameni iar castelul a fost pierdut de coreeni.,3,2,False,0.13043478260869565,neutral_unrelated,neutral_related
fb849b63-47b6-4ecf-9c0c-fba1aa7a2ba7,"Deoarece: : x_ + \sum_ ^ \left ( x_ } - x_ \right ) = x_ , \; \; (m \ge 2), rezultă că subșirul \textstyle \ \}_ ^ al șirului \ _ ^ este convergent.",Șirul \ _ ^ este convergent.}},1,2,False,0.12903225806451613,contradiction,neutral_related
05fca78c-179f-4fac-957c-696b4383e9e8,Curtea a concluzionat că autoritățile române nu au depus eforturi adecvate și eficiente pentru a ajuta solicitantul în încercarea sa de a returna copilul cu scopul de a putea să își exercite drepturile părintești.,"Curtea a considerat, în unanimitate, că a existat o încălcare a articolului 8 de către românia.",0,2,False,0.1282051282051282,entailment,neutral_related
0c2a0184-6130-4d6e-86ca-e48a9543e5ad,"Colaborând din nou, la fel ca și în cazul primului album cu producătorul Don Gilmore, albumul a prins viață într-o varietate de studiouri, chiar și în autocarul folosit în turnee sau în studiourile de acasă ale fiecărui membru.",În cazul acestui album cei de la linkin park au avut posibilitatea să experimenteze o paletă întreagă de stiluri și sound-uri.,3,2,False,0.1276595744680851,neutral_unrelated,neutral_related
